<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20111229,000000,169.8200000,174.5500000,166.9700000,173.8600000,7854580
20111230,000000,173.3600000,175.1700000,172.4900000,173.1500000,4012075
20120103,000000,176.3000000,179.4750000,175.5500000,179.0300000,4782832
20120104,000000,179.2100000,180.5000000,176.0650000,177.5000000,4011935
20120105,000000,175.9400000,178.2500000,174.0500000,177.6300000,3459141
20120106,000000,178.0700000,184.6500000,177.5000000,182.6700000,6588487
20120109,000000,182.7600000,184.3700000,177.0000000,178.5700000,4564491
20120110,000000,181.0600000,182.4000000,177.1000000,179.3400000,3727675
20120111,000000,179.5000000,180.7700000,178.1900000,178.8800000,2958660
20120112,000000,179.3000000,179.4900000,175.7500000,175.9300000,4847032
20120113,000000,175.7000000,178.8000000,173.5000000,178.5100000,4049387
20120117,000000,180.1400000,183.3000000,178.5100000,181.6300000,5129905
20120118,000000,181.9400000,190.2500000,181.1200000,189.3800000,7087990
20120119,000000,190.8400000,195.9400000,190.3600000,194.4400000,6765236
20120120,000000,190.7100000,192.9000000,189.0400000,190.9300000,5214754
20120123,000000,190.7900000,191.7300000,185.2300000,186.1500000,4268146
20120124,000000,185.0000000,188.4100000,183.8200000,187.0000000,4425617
20120125,000000,186.9900000,188.1700000,184.6100000,187.7700000,3884815
20120126,000000,189.2300000,194.8500000,188.7300000,193.2900000,5610958
20120127,000000,193.1400000,196.5000000,192.3300000,195.3700000,4254938
20120130,000000,193.6800000,195.0000000,190.1300000,192.1500000,5166457
20120131,000000,194.0000000,195.6300000,189.7000000,194.5100000,8068365
20120201,000000,173.8100000,179.9500000,172.0000000,179.4600000,19669837
20120202,000000,179.6500000,181.9362000,176.8000000,181.7200000,8504387
20120203,000000,182.7400000,187.9000000,181.8900000,187.6800000,7755537
20120206,000000,186.2800000,186.5600000,182.9201000,183.0900000,4949410
20120207,000000,182.6500000,184.9400000,182.0600000,184.1900000,4940731
20120208,000000,184.7700000,186.4900000,182.9100000,185.5000000,5262814
20120209,000000,184.5000000,185.6900000,181.7600000,184.9800000,6887292
20120210,000000,183.4200000,187.6300000,182.5200000,185.6300000,5576352
20120213,000000,187.1700000,192.4993000,185.6800000,191.5900000,5907846
20120214,000000,190.6000000,193.5700000,186.1000000,191.2800000,9308362
20120215,000000,191.2000000,191.5400000,183.2600000,184.5600000,7484053
20120216,000000,177.7900000,181.6800000,175.1400000,179.9200000,11934651
20120217,000000,180.0900000,183.4100000,179.3600000,182.5000000,7078529
20120221,000000,182.6500000,184.7500000,180.5768000,182.2600000,6492784
20120222,000000,181.9400000,182.9900000,180.2900000,180.6300000,5645650
20120223,000000,179.5700000,180.7500000,176.9600000,178.8700000,4905821
20120224,000000,179.5100000,180.7400000,178.3700000,179.1400000,3505326
20120227,000000,177.5650000,179.1900000,176.5000000,178.5300000,3450787
20120228,000000,178.9100000,184.2900000,177.9500000,183.6500000,5337296
20120229,000000,183.9100000,184.0000000,179.0100000,179.6700000,4719826
20120301,000000,179.8900000,180.4900000,176.5800000,180.0300000,4775882
20120302,000000,179.4800000,181.8400000,178.9180000,179.3000000,3490609
20120305,000000,179.0000000,181.8200000,178.1800000,180.2500000,4544271
20120306,000000,178.6800000,183.5000000,178.0400000,181.0900000,5366386
20120307,000000,182.6500000,185.5000000,182.4000000,183.7700000,4683890
20120308,000000,184.1700000,188.3800000,183.8000000,187.6200000,3944326
20120309,000000,186.7300000,187.2000000,183.4400000,184.2900000,4267631
20120312,000000,184.1300000,185.4000000,182.2000000,183.4300000,2464725
20120313,000000,183.9200000,184.8700000,180.7700000,184.6500000,4178254
20120314,000000,183.7500000,184.3199000,181.1400000,182.2500000,3495442
20120315,000000,182.3200000,184.4300000,180.3000000,184.4000000,3882508
20120316,000000,183.2600000,185.6800000,182.3500000,185.0500000,3261249
20120319,000000,183.4500000,186.6800000,183.0000000,185.5200000,3751678
20120320,000000,184.8800000,194.4100000,182.8800000,192.2400000,8871300
20120321,000000,192.5000000,194.2800000,191.2600000,191.7300000,4002892
20120322,000000,190.5400000,194.0600000,190.2600000,192.3600000,3556469
20120323,000000,191.8800000,196.2000000,191.8000000,195.0500000,5714216
20120326,000000,196.4900000,202.9700000,195.5000000,202.8800000,7223793
20120327,000000,203.5900000,209.8500000,202.8800000,205.4500000,9268098
20120328,000000,206.1400000,207.0000000,200.3100000,201.1500000,5971173
20120329,000000,201.4100000,205.3100000,200.6300000,204.7600000,5471464
20120330,000000,205.0200000,206.8500000,201.8700000,202.6500000,4084465
20120402,000000,198.0200000,199.9000000,197.0000000,198.2400000,5944246
20120403,000000,198.2400000,202.3900000,197.5000000,199.6600000,4841366
20120404,000000,196.9500000,197.6800000,192.3600000,193.8900000,5244803
20120405,000000,193.5500000,196.0300000,193.5500000,194.4000000,2954362
20120409,000000,192.0200000,194.2000000,190.5000000,191.9100000,2965219
20120410,000000,192.6100000,193.5200000,186.5700000,187.0300000,4206767
20120411,000000,189.6300000,191.9700000,186.7900000,187.9700000,4098230
20120412,000000,188.0600000,192.2600000,185.6100000,190.5800000,3883620
20120413,000000,189.9000000,189.9400000,186.2600000,188.3400000,3047214
20120416,000000,189.0500000,189.4700000,183.6500000,185.4800000,3835650
20120417,000000,187.2100000,190.0400000,186.8700000,188.3900000,2574208
20120418,000000,188.8200000,193.4500000,188.7400000,191.0700000,3783796
20120419,000000,192.9300000,194.5500000,189.7500000,191.1100000,3781347
20120420,000000,192.3400000,193.4800000,189.8000000,189.9900000,2663225
20120423,000000,188.9900000,188.9900000,185.5100000,188.2700000,3272337
20120424,000000,188.3700000,190.7000000,186.5100000,190.3300000,3034829
20120425,000000,191.6700000,194.8000000,191.6000000,194.4200000,3723396
20120426,000000,193.3600000,196.3600000,193.0200000,195.9800000,5511391
20120427,000000,224.8300000,228.6900000,220.2200000,226.8500000,19062781
20120430,000000,223.6300000,233.8400000,223.0500000,231.9100000,9311337
20120501,000000,229.4000000,232.9700000,228.4000000,230.0300000,6451448
20120502,000000,227.8600000,231.4400000,227.4000000,230.3300000,4161275
20120503,000000,229.8400000,232.5300000,228.0300000,229.4500000,3896685
20120504,000000,227.8000000,229.7199000,223.7400000,223.9100000,4347979
20120507,000000,222.6000000,226.8675000,222.2900000,225.1600000,3197819
20120508,000000,223.1500000,225.3900000,218.2000000,223.9000000,4373585
20120509,000000,220.5900000,225.7800000,220.1600000,222.9700000,3508683
20120510,000000,223.9300000,229.0800000,221.9500000,226.8500000,4395792
20120511,000000,225.9500000,230.6800000,225.7300000,227.6700000,3938557
20120514,000000,225.6000000,227.2900000,222.5100000,222.8500000,2927058
20120515,000000,226.6100000,230.6100000,223.0000000,224.3800000,5415647
20120516,000000,225.0000000,228.0000000,222.5000000,223.9800000,4971326
20120517,000000,225.0500000,226.0000000,218.0900000,218.4000000,4323108
20120518,000000,219.4100000,219.6300000,212.8100000,213.7800000,4857852
20120521,000000,214.0300000,219.9800000,212.8200000,218.2600000,3358269
20120522,000000,218.3100000,218.8700000,213.9600000,215.6100000,3561712
20120523,000000,214.7300000,217.5500000,211.1800000,217.2800000,3940455
20120524,000000,216.7600000,217.6600000,212.7000000,215.2400000,3024339
20120525,000000,214.9800000,215.9800000,212.2200000,212.8900000,1977611
20120529,000000,214.3000000,216.5500000,212.2900000,214.7500000,2479128
20120530,000000,212.3000000,212.9800000,207.7520000,209.1300000,3800862
20120531,000000,209.4200000,213.7878000,207.1100000,212.7800000,4470164
20120601,000000,208.4400000,211.2300000,207.3000000,208.2300000,3682279
20120604,000000,207.4000000,215.3500000,206.3700000,214.5700000,4062056
20120605,000000,213.8500000,216.8600000,211.1600000,213.1900000,3371109
20120606,000000,214.5200000,218.4000000,214.5200000,217.8000000,2567391
20120607,000000,219.5300000,221.4900000,218.1100000,218.8100000,3304615
20120608,000000,218.3200000,219.4200000,216.6600000,218.4200000,2714517
20120611,000000,217.3100000,220.8700000,215.2000000,216.5100000,3475838
20120612,000000,217.6500000,218.0000000,214.5222000,216.2400000,2617798
20120613,000000,215.5200000,217.3800000,213.5200000,214.5000000,2191269
20120614,000000,215.0000000,216.5000000,212.5600000,214.3900000,2871005
20120615,000000,214.9500000,219.3300000,214.4600000,218.3500000,3014395
20120618,000000,217.3000000,223.7600000,216.7300000,222.7000000,3063481
20120619,000000,223.2600000,225.2000000,221.6600000,224.0200000,2546041
20120620,000000,224.5100000,224.7400000,220.8400000,223.0200000,2382752
20120621,000000,223.8400000,226.0300000,220.5200000,220.5200000,2671901
